GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC02,HC02_EST_VC02,HC03_EST_VC02,HC04_EST_VC02,HC05_EST_VC02,HC01_EST_VC03,HC02_EST_VC03,HC03_EST_VC03,HC04_EST_VC03,HC05_EST_VC03,HC01_EST_VC06,HC02_EST_VC06,HC03_EST_VC06,HC04_EST_VC06,HC05_EST_VC06,HC01_EST_VC07,HC02_EST_VC07,HC03_EST_VC07,HC04_EST_VC07,HC05_EST_VC07,HC01_EST_VC10,HC02_EST_VC10,HC03_EST_VC10,HC04_EST_VC10,HC05_EST_VC10,HC01_EST_VC11,HC02_EST_VC11,HC03_EST_VC11,HC04_EST_VC11,HC05_EST_VC11,HC01_EST_VC12,HC02_EST_VC12,HC03_EST_VC12,HC04_EST_VC12,HC05_EST_VC12,HC01_EST_VC13,HC02_EST_VC13,HC03_EST_VC13,HC04_EST_VC13,HC05_EST_VC13,HC01_EST_VC15,HC02_EST_VC15,HC03_EST_VC15,HC04_EST_VC15,HC05_EST_VC15,HC01_EST_VC17,HC02_EST_VC17,HC03_EST_VC17,HC04_EST_VC17,HC05_EST_VC17,HC01_EST_VC18,HC02_EST_VC18,HC03_EST_VC18,HC04_EST_VC18,HC05_EST_VC18,HC01_EST_VC19,HC02_EST_VC19,HC03_EST_VC19,HC04_EST_VC19,HC05_EST_VC19,HC01_EST_VC20,HC02_EST_VC20,HC03_EST_VC20,HC04_EST_VC20,HC05_EST_VC20,HC01_EST_VC23,HC02_EST_VC23,HC03_EST_VC23,HC04_EST_VC23,HC05_EST_VC23,HC01_EST_VC24,HC02_EST_VC24,HC03_EST_VC24,HC04_EST_VC24,HC05_EST_VC24,HC01_EST_VC27,HC02_EST_VC27,HC03_EST_VC27,HC04_EST_VC27,HC05_EST_VC27,HC01_EST_VC28,HC02_EST_VC28,HC03_EST_VC28,HC04_EST_VC28,HC05_EST_VC28,HC01_EST_VC29,HC02_EST_VC29,HC03_EST_VC29,HC04_EST_VC29,HC05_EST_VC29,HC01_EST_VC32,HC02_EST_VC32,HC03_EST_VC32,HC04_EST_VC32,HC05_EST_VC32,HC01_EST_VC33,HC02_EST_VC33,HC03_EST_VC33,HC04_EST_VC33,HC05_EST_VC33
0500000US12083,12083,"Marion County, Florida",132275,62939,5613,14824,48899,2.49,2.91,3.81,4.32,1.24,83376,62939,5613,14824,(X),3.13,2.88,3.40,4.10,(X),24153,13630,2665,7858,(X),19.4,18.7,36.9,14.7,(X),19.2,18.2,15.2,22.2,(X),61.4,63.1,47.9,63.1,(X),132275,62939,5613,14824,48899,20.7,24.7,51.6,60.0,0.2,56.9,61.4,39.3,42.0,57.7,30.8,(X),(X),(X),83.2,16.4,(X),(X),(X),44.4,0.4,(X),(X),(X),(X),6.0,(X),(X),(X),(X),72.4,79.7,66.6,66.1,65.5,8.5,3.6,2.1,12.6,14.4,19.1,16.8,31.2,21.2,20.1,76.0,84.9,79.4,60.6,69.0,24.0,15.1,20.6,39.4,31.0
0500000US12085,12085,"Martin County, Florida",62518,31961,2053,4888,23616,2.39,2.94,3.92,3.63,1.26,38902,31961,2053,4888,(X),3.00,2.90,3.59,3.45,(X),11588,7993,973,2622,(X),17.4,18.6,18.6,13.2,(X),13.3,14.6,0.0,14.6,(X),69.3,66.9,81.4,72.3,(X),62518,31961,2053,4888,23616,20.1,27.2,52.5,57.6,0.0,59.3,56.8,36.2,35.2,69.5,30.8,(X),(X),(X),81.6,19.9,(X),(X),(X),52.8,0.4,(X),(X),(X),(X),5.1,(X),(X),(X),(X),68.0,77.7,82.2,78.5,51.4,23.4,14.7,13.4,18.2,37.1,8.6,7.6,4.4,3.3,11.5,78.2,85.9,63.3,64.3,72.0,21.8,14.1,36.7,35.7,28.0
0500000US12086,12086,"Miami-Dade County, Florida",843887,365088,56117,155954,266728,3.10,3.76,4.38,4.16,1.30,577159,365088,56117,155954,(X),3.79,3.71,3.91,3.93,(X),237516,144818,19996,72702,(X),20.5,21.3,26.2,17.5,(X),17.8,17.8,18.8,17.4,(X),61.7,60.9,55.0,65.2,(X),843887,365088,56117,155954,266728,33.0,44.1,47.7,57.2,0.6,40.4,40.5,39.1,34.9,43.7,26.1,(X),(X),(X),82.6,9.5,(X),(X),(X),30.2,0.4,(X),(X),(X),(X),5.5,(X),(X),(X),(X),54.7,67.3,62.5,53.4,36.7,43.7,31.4,36.1,44.9,61.5,1.5,1.3,1.5,1.7,1.7,52.7,64.7,48.7,41.7,43.4,47.3,35.3,51.3,58.3,56.6
0500000US12087,12087,"Monroe County, Florida",28065,12711,1090,2073,12191,2.63,3.16,5.29,5.03,1.43,15874,12711,1090,2073,(X),3.40,3.06,4.84,4.74,(X),4453,2833,534,1086,(X),29.6,25.7,58.6,25.5,(X),22.5,18.4,17.8,35.5,(X),47.9,55.9,23.6,39.0,(X),28065,12711,1090,2073,12191,17.1,22.8,60.7,59.6,0.0,47.7,49.4,20.4,35.4,50.4,34.9,(X),(X),(X),80.4,13.0,(X),(X),(X),29.9,1.0,(X),(X),(X),(X),7.7,(X),(X),(X),(X),56.8,63.5,37.1,44.1,53.9,29.5,24.2,55.3,40.9,30.7,13.7,12.3,7.6,15.0,15.4,58.0,63.4,34.6,23.7,60.2,42.0,36.6,65.4,76.3,39.8
0500000US12089,12089,"Nassau County, Florida",28336,15348,1434,3415,8139,2.68,3.10,4.27,3.71,1.18,20197,15348,1434,3415,(X),3.22,3.09,3.71,3.56,(X),5838,3118,976,1744,(X),33.9,49.2,37.6,4.7,(X),16.4,16.0,0.0,26.2,(X),49.7,34.8,62.4,69.1,(X),28336,15348,1434,3415,8139,25.1,24.2,69.0,70.6,0.0,50.3,57.1,28.8,20.3,53.9,25.0,(X),(X),(X),86.9,11.8,(X),(X),(X),41.2,N,(X),(X),(X),(X),N,(X),(X),(X),(X),72.5,83.5,58.4,54.6,61.9,8.4,4.2,9.5,15.5,13.3,19.0,12.3,32.1,30.0,24.9,75.8,88.5,59.7,52.9,64.4,24.2,11.5,40.3,47.1,35.6
0500000US12091,12091,"Okaloosa County, Florida",73277,35776,3157,8433,25911,2.60,3.17,4.37,3.57,1.29,47366,35776,3157,8433,(X),3.22,3.14,3.84,3.36,(X),18069,12450,1461,4158,(X),27.3,31.7,11.0,19.9,(X),20.2,19.0,20.1,23.7,(X),52.5,49.3,68.9,56.4,(X),73277,35776,3157,8433,25911,28.0,37.9,62.9,56.2,0.9,36.6,35.8,22.6,27.0,42.5,29.1,(X),(X),(X),82.4,10.8,(X),(X),(X),30.5,0.3,(X),(X),(X),(X),5.0,(X),(X),(X),(X),75.4,87.6,74.8,71.8,59.9,19.1,10.0,13.5,19.4,32.3,5.4,2.4,11.7,8.8,7.8,63.0,72.9,56.0,54.9,52.9,37.0,27.1,44.0,45.1,47.1
0500000US12095,12095,"Orange County, Florida",444543,196235,23607,63840,160861,2.75,3.44,3.73,3.67,1.39,283682,196235,23607,63840,(X),3.40,3.41,3.17,3.46,(X),130223,83543,10418,36262,(X),21.9,21.9,38.7,17.2,(X),17.4,19.3,12.2,14.3,(X),60.7,58.8,49.1,68.5,(X),444543,196235,23607,63840,160861,32.5,45.4,50.1,66.6,0.5,29.2,32.2,29.2,23.9,27.7,27.7,(X),(X),(X),76.7,6.5,(X),(X),(X),18.1,0.7,(X),(X),(X),(X),6.6,(X),(X),(X),(X),64.7,79.9,64.5,60.2,47.9,31.9,17.1,30.8,37.6,47.9,3.4,3.1,4.8,2.2,4.2,53.0,68.9,41.5,38.7,40.9,47.0,31.1,58.5,61.3,59.1
0500000US12097,12097,"Osceola County, Florida",89328,45905,4700,15119,23604,3.45,4.03,4.51,4.38,1.51,65724,45905,4700,15119,(X),4.01,3.96,4.26,4.11,(X),29799,20869,1010,7920,(X),21.5,21.6,40.1,18.9,(X),17.4,18.9,10.0,14.3,(X),61.1,59.5,49.9,66.8,(X),89328,45905,4700,15119,23604,37.6,48.4,36.6,63.4,0.4,37.5,37.3,52.0,27.7,41.1,19.9,(X),(X),(X),75.2,6.8,(X),(X),(X),25.8,0.2,(X),(X),(X),(X),5.7,(X),(X),(X),(X),71.3,80.4,79.0,73.8,50.4,18.6,11.6,13.7,19.9,32.6,10.1,8.0,7.4,6.2,17.0,61.0,67.1,71.3,46.9,56.0,39.0,32.9,28.7,53.1,44.0
0500000US12099,12099,"Palm Beach County, Florida",538246,238620,25685,65548,208393,2.56,3.13,4.01,3.84,1.34,329853,238620,25685,65548,(X),3.24,3.10,3.60,3.63,(X),123718,77616,11481,34621,(X),22.8,23.8,26.2,19.4,(X),19.0,19.5,20.7,17.5,(X),58.1,56.7,53.1,63.1,(X),538246,238620,25685,65548,208393,25.8,34.5,50.8,63.3,0.8,49.5,49.0,35.2,30.3,57.9,31.3,(X),(X),(X),81.0,16.8,(X),(X),(X),43.5,0.4,(X),(X),(X),(X),6.4,(X),(X),(X),(X),59.8,74.5,56.4,56.1,44.5,37.1,22.7,36.9,40.1,52.7,3.1,2.8,6.8,3.7,2.7,67.5,79.3,51.9,47.9,62.2,32.5,20.7,48.1,52.1,37.8
0500000US12101,12101,"Pasco County, Florida",186999,93467,8645,21639,63248,2.56,3.04,3.34,3.70,1.34,123751,93467,8645,21639,(X),3.08,3.02,2.99,3.40,(X),43768,27900,4857,11011,(X),21.9,21.2,32.8,18.7,(X),21.4,24.1,20.6,15.1,(X),56.7,54.7,46.6,66.2,(X),186999,93467,8645,21639,63248,27.3,33.2,63.9,62.2,1.7,48.3,49.9,22.6,27.8,56.5,27.4,(X),(X),(X),80.9,14.2,(X),(X),(X),41.9,0.7,(X),(X),(X),(X),6.4,(X),(X),(X),(X),70.0,78.8,66.0,68.6,57.9,12.5,5.7,17.8,19.2,19.7,17.5,15.5,16.3,12.2,22.5,72.1,82.3,54.8,49.1,67.3,27.9,17.7,45.2,50.9,32.7
0500000US12103,12103,"Pinellas County, Florida",402575,159135,16747,40898,185795,2.29,2.93,3.80,3.69,1.29,216780,159135,16747,40898,(X),3.06,2.90,3.58,3.48,(X),68415,41620,6896,19899,(X),23.7,24.5,25.2,21.4,(X),14.9,16.2,10.4,13.6,(X),61.5,59.3,64.4,64.9,(X),402575,159135,16747,40898,185795,19.7,28.2,52.6,59.4,0.7,47.2,48.7,31.4,29.6,51.1,37.8,(X),(X),(X),82.0,16.8,(X),(X),(X),36.4,1.0,(X),(X),(X),(X),6.2,(X),(X),(X),(X),59.5,72.0,65.8,65.5,46.8,33.3,21.8,28.9,29.5,44.3,7.3,6.2,5.3,5.0,8.9,62.7,77.1,50.4,46.6,55.0,37.3,22.9,49.6,53.4,45.0
0500000US12105,12105,"Polk County, Florida",218286,109666,11023,29818,67779,2.85,3.35,3.95,4.11,1.30,150507,109666,11023,29818,(X),3.42,3.32,3.28,3.87,(X),55823,35327,6014,14482,(X),19.2,17.3,19.7,23.7,(X),21.4,20.8,25.7,21.1,(X),59.4,61.9,54.6,55.2,(X),218286,109666,11023,29818,67779,29.6,35.3,64.9,60.7,0.9,47.9,50.0,29.4,32.3,54.4,25.7,(X),(X),(X),82.9,12.2,(X),(X),(X),39.1,0.3,(X),(X),(X),(X),6.1,(X),(X),(X),(X),66.9,78.0,65.8,63.0,50.9,14.8,5.5,18.4,23.7,25.3,18.3,16.5,15.8,13.3,23.8,68.5,79.6,48.8,47.5,63.2,31.5,20.4,51.2,52.5,36.8
0500000US12107,12107,"Putnam County, Florida",26580,10704,1243,3835,10798,2.65,3.03,5.01,4.47,1.35,15782,10704,1243,3835,(X),3.34,2.97,3.71,4.23,(X),4189,1501,634,2054,(X),20.6,12.6,59.9,14.3,(X),20.6,15.9,21.9,23.6,(X),58.8,71.5,18.1,62.1,(X),26580,10704,1243,3835,10798,18.6,16.1,62.5,60.7,1.1,52.5,55.0,39.0,33.7,58.4,33.1,(X),(X),(X),81.6,18.2,(X),(X),(X),44.7,0.2,(X),(X),(X),(X),8.5,(X),(X),(X),(X),51.2,60.2,66.1,36.0,45.9,8.3,3.8,1.7,17.6,10.2,40.5,36.0,32.2,46.4,43.9,73.5,84.2,70.9,38.4,75.7,26.5,15.8,29.1,61.6,24.3
0500000US12109,12109,"St. Johns County, Florida",81309,48545,1705,6579,24480,2.65,3.21,3.43,3.27,1.33,56829,48545,1705,6579,(X),3.18,3.20,3.04,3.09,(X),22954,18415,525,4014,(X),20.3,22.5,8.8,11.6,(X),15.9,17.7,24.6,6.6,(X),63.8,59.8,66.7,81.8,(X),81309,48545,1705,6579,24480,30.0,40.0,36.6,63.1,0.7,42.0,42.6,35.0,23.6,46.3,23.7,(X),(X),(X),78.9,9.9,(X),(X),(X),33.0,0.1,(X),(X),(X),(X),3.6,(X),(X),(X),(X),79.7,90.0,76.8,72.2,61.7,14.8,5.8,2.3,20.7,31.9,5.5,4.2,20.9,7.1,6.4,73.1,80.8,73.0,61.6,61.0,26.9,19.2,27.0,38.4,39.0
0500000US12111,12111,"St. Lucie County, Florida",108771,54495,3780,12776,37720,2.65,3.26,3.70,3.83,1.26,71051,54495,3780,12776,(X),3.29,3.22,3.46,3.52,(X),24758,16649,1431,6678,(X),16.2,12.7,42.7,19.2,(X),20.8,21.7,7.0,21.8,(X),63.0,65.6,50.3,59.0,(X),108771,54495,3780,12776,37720,25.3,32.8,46.8,59.8,0.6,50.5,50.2,37.3,34.0,57.9,28.8,(X),(X),(X),83.0,14.8,(X),(X),(X),42.8,0.6,(X),(X),(X),(X),5.3,(X),(X),(X),(X),79.3,87.4,82.1,75.2,68.6,13.8,7.5,10.1,21.1,20.9,6.9,5.2,7.8,3.6,10.5,74.1,84.7,59.4,54.0,67.0,25.9,15.3,40.6,46.0,33.0
0500000US12113,12113,"Santa Rosa County, Florida",56085,31531,2181,6385,15988,2.80,3.33,3.19,3.60,1.38,40097,31531,2181,6385,(X),3.29,3.29,2.80,3.45,(X),16848,11683,1291,3874,(X),21.0,19.1,23.2,26.1,(X),20.8,24.9,2.7,14.4,(X),58.2,56.0,74.1,59.5,(X),56085,31531,2181,6385,15988,34.5,40.5,66.7,75.4,1.9,38.8,38.4,10.0,32.0,46.0,21.7,(X),(X),(X),76.1,9.3,(X),(X),(X),32.5,0.9,(X),(X),(X),(X),6.9,(X),(X),(X),(X),82.9,90.1,84.8,83.8,68.2,7.8,2.9,7.4,10.9,16.2,9.3,7.0,7.8,5.3,15.7,74.8,85.9,61.6,57.7,61.6,25.2,14.1,38.4,42.3,38.4
0500000US12115,12115,"Sarasota County, Florida",175881,88055,5876,13273,68677,2.22,2.72,3.70,3.28,1.26,107204,88055,5876,13273,(X),2.78,2.71,3.24,3.04,(X),26878,17619,2652,6607,(X),13.5,14.4,4.0,14.9,(X),19.8,21.7,10.1,18.9,(X),66.7,64.0,85.9,66.2,(X),175881,88055,5876,13273,68677,17.5,21.8,50.8,59.5,0.8,60.9,63.6,44.6,36.6,63.5,32.0,(X),(X),(X),82.0,18.6,(X),(X),(X),47.7,0.8,(X),(X),(X),(X),5.3,(X),(X),(X),(X),69.6,78.2,76.7,68.8,58.1,21.7,13.5,22.7,24.1,31.6,8.7,8.4,0.6,7.1,10.3,70.6,82.5,61.3,52.6,59.5,29.4,17.5,38.7,47.4,40.5
0500000US12117,12117,"Seminole County, Florida",148732,74177,5056,14569,54930,2.95,3.60,4.86,4.78,1.41,93802,74177,5056,14569,(X),3.75,3.54,4.51,4.54,(X),33347,25034,1866,6447,(X),22.1,23.1,19.2,19.0,(X),16.9,18.9,3.8,13.0,(X),61.0,58.0,77.0,68.1,(X),148732,74177,5056,14569,54930,24.8,35.7,43.5,52.7,0.8,37.1,37.4,42.7,30.9,37.8,30.7,(X),(X),(X),83.1,9.5,(X),(X),(X),25.8,0.3,(X),(X),(X),(X),5.2,(X),(X),(X),(X),74.9,86.6,71.6,74.5,59.5,23.0,11.7,27.3,24.2,37.6,2.1,1.7,1.0,1.3,2.9,67.9,82.6,52.2,54.4,53.1,32.1,17.4,47.8,45.6,46.9
0500000US12119,12119,"Sumter County, Florida",50209,30719,955,2506,16029,2.09,2.31,3.84,4.16,1.23,34180,30719,955,2506,(X),2.48,2.31,3.49,4.13,(X),2718,1115,301,1302,(X),15.0,20.1,0.0,14.2,(X),5.2,7.3,4.0,3.6,(X),79.8,72.6,96.0,82.2,(X),50209,30719,955,2506,16029,6.9,5.1,35.3,61.3,0.0,83.5,89.7,62.1,44.6,79.0,24.7,(X),(X),(X),77.2,16.0,(X),(X),(X),50.1,0.4,(X),(X),(X),(X),6.4,(X),(X),(X),(X),82.3,88.2,72.0,52.4,76.3,3.7,1.5,0.0,21.5,5.5,14.0,10.3,28.0,26.1,18.3,89.2,96.5,72.5,63.0,80.2,10.8,3.5,27.5,37.0,19.8
0500000US12127,12127,"Volusia County, Florida",200729,90566,10284,23051,76828,2.48,2.91,4.01,4.03,1.31,123901,90566,10284,23051,(X),3.12,2.89,3.63,3.79,(X),38632,22260,4274,12098,(X),21.6,16.9,35.3,25.4,(X),17.3,16.4,14.1,20.2,(X),61.1,66.7,50.6,54.4,(X),200729,90566,10284,23051,76828,22.1,26.8,48.2,63.5,0.6,49.8,52.6,33.2,32.3,54.0,30.6,(X),(X),(X),80.1,14.7,(X),(X),(X),38.3,0.4,(X),(X),(X),(X),6.1,(X),(X),(X),(X),74.0,83.1,75.5,83.4,60.2,16.9,8.5,17.7,13.8,27.8,9.1,8.4,6.8,2.8,12.0,70.1,82.5,53.9,55.2,62.2,29.9,17.5,46.1,44.8,37.8
0500000US13013,13013,"Barrow County, Georgia",22508,11809,1502,3616,5581,3.24,3.66,4.33,4.25,1.42,16927,11809,1502,3616,(X),3.67,3.60,3.83,3.83,(X),7384,4710,738,1936,(X),26.8,29.1,32.5,19.1,(X),15.5,16.1,3.0,18.9,(X),57.7,54.9,64.5,62.0,(X),22508,11809,1502,3616,5581,39.2,45.3,55.6,70.0,1.8,34.5,35.1,35.0,22.5,40.8,18.3,(X),(X),(X),73.6,8.1,(X),(X),(X),32.5,0.5,(X),(X),(X),(X),6.7,(X),(X),(X),(X),88.0,91.8,96.2,87.1,78.6,5.2,2.2,2.2,5.7,12.3,6.7,6.1,1.6,7.3,9.2,68.8,77.3,63.9,51.5,63.5,31.2,22.7,36.1,48.5,36.5
0500000US13015,13015,"Bartow County, Georgia",37742,20360,2435,5415,9532,2.68,3.22,2.87,2.94,1.31,28210,20360,2435,5415,(X),3.04,3.20,2.64,2.63,(X),13876,8883,1672,3321,(X),16.3,12.5,9.2,30.1,(X),24.3,32.0,10.6,10.4,(X),59.4,55.5,80.1,59.6,(X),37742,20360,2435,5415,9532,42.9,48.1,83.7,79.4,0.5,32.6,34.8,9.4,19.7,41.0,18.2,(X),(X),(X),72.3,6.9,(X),(X),(X),27.5,0.6,(X),(X),(X),(X),3.7,(X),(X),(X),(X),80.8,86.4,58.7,89.0,69.9,8.7,4.2,8.1,4.7,20.5,10.5,9.4,33.1,6.3,9.6,66.9,79.9,45.9,46.9,56.0,33.1,20.1,54.1,53.1,44.0
0500000US13021,13021,"Bibb County, Georgia",56135,18774,2856,12365,22140,2.63,3.40,3.76,3.82,1.17,33995,18774,2856,12365,(X),3.50,3.38,3.40,3.72,(X),14807,6786,782,7239,(X),24.0,23.6,74.4,19.0,(X),19.9,21.8,5.0,19.7,(X),56.1,54.6,20.6,61.3,(X),56135,18774,2856,12365,22140,30.2,39.6,40.4,67.7,0.0,39.1,41.8,29.9,22.2,47.5,34.8,(X),(X),(X),88.3,12.1,(X),(X),(X),30.8,0.1,(X),(X),(X),(X),5.2,(X),(X),(X),(X),71.1,90.1,71.3,62.2,59.9,25.8,5.9,28.7,34.1,37.7,3.1,4.0,0.0,3.7,2.4,51.4,75.3,39.3,31.0,44.2,48.6,24.7,60.7,69.0,55.8
0500000US13031,13031,"Bulloch County, Georgia",25844,10121,1424,4002,10297,2.54,3.14,2.77,3.37,1.61,15547,10121,1424,4002,(X),3.07,3.14,2.49,3.12,(X),7128,3918,603,2607,(X),31.3,33.2,44.9,25.4,(X),15.1,12.0,0.0,23.3,(X),53.5,54.8,55.1,51.2,(X),25844,10121,1424,4002,10297,29.6,40.2,47.6,72.6,0.0,30.8,31.6,48.8,28.4,28.5,26.9,(X),(X),(X),67.5,8.3,(X),(X),(X),20.9,0.2,(X),(X),(X),(X),5.7,(X),(X),(X),(X),57.0,77.3,50.8,55.0,38.7,28.2,4.9,26.7,38.7,47.3,14.8,17.8,22.5,6.3,14.1,50.8,82.4,62.2,32.2,25.4,49.2,17.6,37.8,67.8,74.6
0500000US13045,13045,"Carroll County, Georgia",38875,19548,1433,4214,13680,2.84,3.65,3.85,3.50,1.37,25195,19548,1433,4214,(X),3.51,3.62,3.12,3.15,(X),11430,8292,1079,2059,(X),29.5,29.1,26.4,32.5,(X),19.4,22.5,12.7,10.2,(X),51.2,48.4,60.9,57.3,(X),38875,19548,1433,4214,13680,32.8,44.8,78.7,65.3,0.8,35.2,31.6,3.4,33.0,44.2,29.1,(X),(X),(X),82.6,10.5,(X),(X),(X),29.8,0.2,(X),(X),(X),(X),5.7,(X),(X),(X),(X),80.2,89.0,77.5,79.1,68.4,9.0,1.4,6.2,4.9,21.3,10.8,9.7,16.3,16.0,10.3,60.8,79.2,33.5,42.4,42.9,39.2,20.8,66.5,57.6,57.1
0500000US13047,13047,"Catoosa County, Georgia",23476,14471,765,1740,6500,2.77,3.30,4.27,3.42,1.24,16976,14471,765,1740,(X),3.28,3.24,3.96,3.31,(X),7417,6242,338,837,(X),26.7,28.9,25.4,10.9,(X),14.5,14.6,0.0,18.9,(X),58.8,56.4,74.6,70.3,(X),23476,14471,765,1740,6500,35.3,43.8,87.7,64.1,2.6,41.0,39.7,35.4,29.1,47.5,24.3,(X),(X),(X),87.9,10.9,(X),(X),(X),39.3,0.1,(X),(X),(X),(X),4.2,(X),(X),(X),(X),78.0,86.4,85.0,73.0,59.8,14.0,8.0,0.0,18.6,27.6,8.1,5.6,15.0,8.4,12.6,76.8,83.9,94.6,57.4,64.2,23.2,16.1,5.4,42.6,35.8
0500000US13051,13051,"Chatham County, Georgia",106188,44845,3890,16348,41105,2.55,3.24,3.53,3.38,1.37,65083,44845,3890,16348,(X),3.19,3.19,3.11,3.23,(X),27572,16921,1389,9262,(X),21.6,25.3,18.8,15.3,(X),22.2,21.6,47.7,19.5,(X),56.2,53.1,33.5,65.2,(X),106188,44845,3890,16348,41105,30.5,42.6,45.4,66.2,1.8,33.6,35.1,38.9,25.1,34.9,30.3,(X),(X),(X),78.2,9.6,(X),(X),(X),24.9,0.5,(X),(X),(X),(X),5.4,(X),(X),(X),(X),67.9,84.5,64.2,57.2,54.5,26.7,9.3,28.0,37.8,41.2,5.3,6.3,7.9,5.0,4.3,54.2,73.5,50.7,32.3,42.3,45.8,26.5,49.3,67.7,57.7
0500000US13057,13057,"Cherokee County, Georgia",81991,51001,3350,7970,19670,2.80,3.29,3.33,3.27,1.24,62321,51001,3350,7970,(X),3.22,3.26,3.03,3.07,(X),29654,23805,1367,4482,(X),23.3,24.3,41.2,12.9,(X),16.3,18.0,14.4,7.6,(X),60.4,57.7,44.4,79.5,(X),81991,51001,3350,7970,19670,39.1,49.0,48.3,67.7,0.0,31.5,31.0,15.9,20.7,40.1,19.5,(X),(X),(X),81.4,6.5,(X),(X),(X),27.1,0.6,(X),(X),(X),(X),4.0,(X),(X),(X),(X),84.3,90.6,61.7,78.9,74.0,10.8,5.0,30.6,16.8,19.9,4.9,4.4,7.7,4.4,6.1,72.9,81.9,45.9,49.6,63.5,27.1,18.1,54.1,50.4,36.5
0500000US13059,13059,"Clarke County, Georgia",44016,12738,1645,4990,24643,2.50,3.37,3.98,4.15,1.62,19373,12738,1645,4990,(X),3.48,3.31,3.37,3.94,(X),6762,4107,872,1783,(X),24.7,20.1,63.4,16.4,(X),17.2,17.4,5.3,22.6,(X),58.1,62.5,31.3,61.0,(X),44016,12738,1645,4990,24643,18.5,34.6,57.6,53.7,0.4,27.2,40.8,13.3,32.3,20.0,35.7,(X),(X),(X),63.7,7.6,(X),(X),(X),13.6,0.3,(X),(X),(X),(X),8.1,(X),(X),(X),(X),53.4,79.1,43.7,53.5,40.7,40.7,16.4,38.0,37.5,54.2,5.9,4.5,18.3,9.0,5.1,32.9,66.0,17.6,20.6,19.3,67.1,34.0,82.4,79.4,80.7
0500000US13063,13063,"Clayton County, Georgia",88538,32833,5743,20958,29004,2.98,3.86,3.69,3.75,1.28,59534,32833,5743,20958,(X),3.70,3.84,3.30,3.58,(X),29414,15122,2131,12161,(X),17.0,15.4,33.8,16.0,(X),24.9,27.7,21.1,22.0,(X),58.2,56.9,45.0,62.1,(X),88538,32833,5743,20958,29004,39.4,50.5,50.1,71.0,2.0,26.7,30.3,21.0,21.9,27.3,27.2,(X),(X),(X),83.1,5.4,(X),(X),(X),16.5,1.0,(X),(X),(X),(X),5.8,(X),(X),(X),(X),72.5,86.2,67.1,72.5,58.1,24.7,10.9,25.1,24.6,40.3,2.8,2.9,7.7,2.9,1.6,53.4,67.6,49.0,42.5,46.0,46.6,32.4,51.0,57.5,54.0
0500000US13067,13067,"Cobb County, Georgia",271686,136780,11939,39665,83302,2.66,3.26,3.38,3.13,1.33,188384,136780,11939,39665,(X),3.15,3.23,2.95,2.93,(X),92980,63032,5831,24117,(X),21.0,22.9,19.0,16.5,(X),18.5,20.3,10.2,15.8,(X),60.5,56.8,70.9,67.7,(X),271686,136780,11939,39665,83302,37.0,48.7,55.1,66.9,1.0,29.0,31.1,22.7,17.3,32.0,23.6,(X),(X),(X),77.0,6.4,(X),(X),(X),20.9,0.8,(X),(X),(X),(X),5.9,(X),(X),(X),(X),76.1,88.5,68.1,66.1,61.6,22.9,10.8,29.5,31.2,37.8,1.0,0.7,2.5,2.6,0.6,62.6,79.2,46.3,39.4,48.8,37.4,20.8,53.7,60.6,51.2
0500000US13073,13073,"Columbia County, Georgia",45371,27459,2665,5648,9599,3.06,3.55,3.81,3.53,1.17,35772,27459,2665,5648,(X),3.49,3.51,3.32,3.45,(X),16354,11421,1696,3237,(X),25.1,26.0,42.5,12.9,(X),17.0,19.5,8.6,12.5,(X),57.9,54.5,48.9,74.6,(X),45371,27459,2665,5648,9599,38.6,44.7,63.6,62.4,0.0,34.6,35.3,6.6,28.8,43.5,19.0,(X),(X),(X),89.6,5.7,(X),(X),(X),26.8,0.4,(X),(X),(X),(X),3.7,(X),(X),(X),(X),87.5,92.0,77.3,89.6,75.9,5.8,2.2,12.3,6.8,13.4,6.8,5.7,10.3,3.5,10.7,79.7,88.2,63.2,68.8,66.6,20.3,11.8,36.8,31.2,33.4
0500000US13077,13077,"Coweta County, Georgia",49546,26899,1931,6606,14110,2.73,3.34,3.46,3.25,1.20,35436,26899,1931,6606,(X),3.25,3.32,3.03,3.05,(X),18708,13378,1212,4118,(X),23.0,23.2,0.0,29.2,(X),20.1,14.7,61.6,25.3,(X),56.9,62.1,38.4,45.5,(X),49546,26899,1931,6606,14110,41.2,51.6,70.2,75.1,1.6,32.9,32.3,28.8,19.7,40.7,24.6,(X),(X),(X),86.4,7.5,(X),(X),(X),26.4,0.6,(X),(X),(X),(X),5.2,(X),(X),(X),(X),85.1,93.7,95.1,74.3,72.3,11.3,4.4,4.9,23.1,19.8,3.6,1.9,0.0,2.5,7.9,72.5,83.8,54.9,45.1,66.1,27.5,16.2,45.1,54.9,33.9
